Entry	Subcellular location [CC]	Protein names	Gene names	Entry name	Intramembrane	Transmembrane	Topological domain
P29726	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00011}.	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA BSU40420	PURA_BACSU			
P94512		Phosphoserine phosphatase (PSP) (EC 3.1.3.3)	serB ysaA BSU28940	PSP_BACSU			
P26379	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:2117666}.	PTS system fructose-specific EIIA component (EIIA-Fru) (Fructose-specific phosphotransferase enzyme IIA component) (lev-PTS) (p16)	levD sacL BSU27070	PTFA_BACSU			
O05506	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	PTS system oligo-beta-mannoside-specific EIIA component (Glucomannan utilization protein A) (Oligo-beta-mannoside-specific phosphotransferase enzyme IIA component)	gmuA ydhN BSU05820	PTEA_BACSU			
P42095	SUBCELLULAR LOCATION: Cytoplasm, nucleoid {ECO:0000269|PubMed:15186413}. Note=Cytoplasmically located in untreated cells. Recruited to foci following treatment with DNA damaging agents; these foci are presumably the breaks themselves. They are almost always located within nucleoids.	DNA repair protein RecO (Recombination protein O)	recO yqfI yqxN BSU25280	RECO_BACSU			
P12041	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00421}.	Phosphoribosylformylglycinamidine synthase subunit PurQ (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit I) (FGAR amidotransferase I) (FGAR-AT I) (Glutaminase PurQ) (EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I)	purQ BSU06470	PURQ_BACSU			
O54408		GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (ppGpp synthase I)	relA BSU27600	RELA_BACSU			
Q03222		Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho BSU37080	RHO_BACSU			
P80862	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT) (Vegetative protein 234) (VEG234)	serC yhaF BSU10020	SERC_BACSU			
P35154	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12897137}. Note=Associated with two foci at the outer edges of the nucleoid region in young cells, and at four foci within both cell halves in older cells.	Segregation and condensation protein A	scpA ypuG BSU23220	SCPA_BACSU			
P35158	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Spore maturation protein B	spmB ypuK BSU23170	SPMB_BACSU		TRANSMEM 3..23;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 42..62;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 155..175;  /note="Helical";  /evidence="ECO:0000255"	
P37575	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Stage II sporulation protein B	spoIIB BSU28060	SP2B_BACSU		TRANSMEM 112..132;  /note="Helical";  /evidence="ECO:0000255"	
O34426		S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speH speD ytcF BSU29010	SPEH_BACSU			
P36430	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00049}.	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS BSU30320	SYL_BACSU			
P40804	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17190806}.	Polyketide biosynthesis malonyl-ACP decarboxylase PksF (EC 4.1.1.87) (Malonyl acyl-carrier-protein decarboxylase)	pksF BSU17140	PKSF_BACSU			
O34309		Putative phosphoenolpyruvate synthase (Putative PEP synthase) (Pyruvate, water dikinase)	pps BSU18830	PPS_BACSU			
O32148		(S)-ureidoglycine--glyoxylate transaminase (UGXT) (EC 2.6.1.112) ((S)-ureidoglycine--glyoxylate aminotransferase) (Purine catabolism protein PucG)	pucG yurG BSU32520	PUCG_BACSU			
P35161	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Cytochrome c biogenesis protein ResB	resB ypxB BSU23140	RESB_BACSU		TRANSMEM 63..83;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 118..138;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 217..237;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 468..488;  /note="Helical";  /evidence="ECO:0000255"	
P46898		50S ribosomal protein L6 (BL10)	rplF BSU01310	RL6_BACSU			
P54162		14.7 kDa ribonuclease H-like protein	rnhA ypdQ BSU21990	RNHL_BACSU			
P17903		Anti-sigma-B factor antagonist (Anti-anti-sigma-B factor)	rsbV BSU04710	RSBV_BACSU			
O31856		RsbT co-antagonist protein RsbRC (Stressosome protein RsbRC)	rsbRC yojH BSU19450	RSBRC_BACSU			
P27643		Stage V sporulation protein K	spoVK spoVJ BSU17420	SP5K_BACSU			
P37875		Stage V sporulation protein R	spoVR BSU09400	SP5R_BACSU			
P26936	SUBCELLULAR LOCATION: Forespore outer membrane.	Stage IV sporulation protein FA	spoIVFA bofB BSU27980	SP4FA_BACSU		TRANSMEM 73..90;  /note="Helical";  /evidence="ECO:0000255"	TOPO_DOM 1..72;  /note="Mother cell cytoplasmic"; TOPO_DOM 91..264;  /note="Forespore intermembrane space";  /evidence="ECO:0000305"
O34853	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20863891}; Multi-pass membrane protein {ECO:0000269|PubMed:20863891}.	Stage II sporulation protein SA (Killer protein SpoIISA) (Toxin SpoIISA)	spoIISA ykaC BSU12830	SP2SA_BACSU		TRANSMEM 4..21;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 42..64;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 68..87;  /note="Helical";  /evidence="ECO:0000255"	TOPO_DOM 1..3;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 22..41;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 65..67;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 88..248;  /note="Cytoplasmic";  /evidence="ECO:0000255"
O31429		Uncharacterized protein SkfG	skfG ybdD BSU01970	SKFG_BACSU			
P39154	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_01521}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01521}.	Putative manganese efflux pump MntP	mntP ywlD BSU36940 ipc-30d	MNTP_BACSU		TRANSMEM 4..24;  /note="Helical";  /evidence="ECO:0000255|HAMAP-Rule:MF_01521"; TRANSMEM 40..60;  /note="Helical";  /evidence="ECO:0000255|HAMAP-Rule:MF_01521"; TRANSMEM 64..84;  /note="Helical";  /evidence="ECO:0000255|HAMAP-Rule:MF_01521"; TRANSMEM 108..128;  /note="Helical";  /evidence="ECO:0000255|HAMAP-Rule:MF_01521"; TRANSMEM 134..154;  /note="Helical";  /evidence="ECO:0000255|HAMAP-Rule:MF_01521"; TRANSMEM 165..185;  /note="Helical";  /evidence="ECO:0000255|HAMAP-Rule:MF_01521"	
P37960		Metalloregulation DNA-binding stress protein	mrgA BSU32990	MRGA_BACSU			
P28612	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000305}.	Motility protein B (Chemotaxis protein MotB)	motB BSU13680	MOTB_BACSU		TRANSMEM 20..41;  /note="Helical";  /evidence="ECO:0000255"	TOPO_DOM 1..19;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 42..261;  /note="Extracellular";  /evidence="ECO:0000255"
P42957		Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	mtlD mtlB BSU03990	MTLD_BACSU			
O05252	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00303}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.	ABC transporter guanosine-binding protein NupN	nupN yufN BSU31540	NUPN_BACSU			
P42086	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	Xanthine permease	pbuX ypaQ BSU22060	PBUX_BACSU		TRANSMEM 11..31;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 41..61;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 65..85;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 100..120;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 121..141;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 154..174;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 180..200;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 220..240;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 272..292;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 308..328;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 331..351;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 367..387;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 396..416;  /note="Helical";  /evidence="ECO:0000255"	
P12040		Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	purN BSU06510	PUR3_BACSU			
P24277		Recombination protein RecR	recR recD recM BSU00210	RECR_BACSU			
P15400	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00426}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00426}.	Negative regulator of SacY activity (PTS system sac EIIBC component) [Includes: Phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system EIIB component); Permease IIC component (PTS system EIIC component)]	sacX sacS BSU38410 ipa-14r	SACX_BACSU		TRANSMEM 111..131;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 147..167;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 177..197;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 209..229;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 245..265;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 288..308;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 329..349;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 360..380;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 388..408;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 412..432;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 434..454;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"	
O31466	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	Tryptophan RNA-binding attenuator protein inhibitory protein (Anti-TRAP protein) (AT)	rtpA yczA BSU02530	RTPA_BACSU			
Q7WY57		Bacteriocin-like protein SboX	sboX BSU37360	SBOX_BACSU			
P40869		Stage V sporulation protein AD	spoVAD BSU23410	SP5AD_BACSU			
P49780	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Stage III sporulation protein AC	spoIIIAC BSU24410	SP3AC_BACSU		TRANSMEM 5..25;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 33..53;  /note="Helical";  /evidence="ECO:0000255"	
P40405		Swarming motility protein SwrB	swrB BSU16480	SWRB_BACSU			
P12047		Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase) (Glutamyl--tRNA ligase regulatory factor)	purB purE BSU06440	PUR8_BACSU			
P05306	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00426}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00426}.	PTS system sucrose-specific EIIBC component (EIIBC-Scr) (EII-Scr) [Includes: Sucrose-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system sucrose-specific EIIB component); Sucrose permease IIC component (PTS system sucrose-specific EIIC component)]	sacP BSU38050 ipa-49d	PTSBC_BACSU		TRANSMEM 112..132;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 148..168;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 178..198;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 208..228;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 248..268;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 289..309;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 329..349;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 359..379;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 387..407;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"; TRANSMEM 430..450;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00426"	
P71012	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00427}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00427}.	PTS system fructose-specific EIIABC component (EIIABC-Fru) [Includes: PTS system fructose-specific EIIA component (EII-Fru) (Fructose-specific phosphotransferase enzyme IIA component); PTS system fructose-specific EIIB component (EC 2.7.1.202) (EIII-Fru) (Fructose-specific phosphotransferase enzyme IIB component); PTS system fructose-specific EIIC component (Fructose permease IIC component)]	fruA BSU14400	PTF3A_BACSU		TRANSMEM 312..332;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00427"; TRANSMEM 350..370;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00427"; TRANSMEM 392..412;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00427"; TRANSMEM 428..448;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00427"; TRANSMEM 470..490;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00427"; TRANSMEM 511..531;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00427"; TRANSMEM 544..564;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00427"; TRANSMEM 569..589;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00427"; TRANSMEM 608..628;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00427"	
P35163	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	Transcriptional regulatory protein ResD	resD ypxD BSU23120	RESD_BACSU			
P19947		50S ribosomal protein L30 (BL27)	rpmD BSU01340	RL30_BACSU			
P39634		1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)	rocA BSU37780 ipa-76d	ROCA_BACSU			
P37871		DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC lpm std BSU01080	RPOC_BACSU			
P12254		RNA polymerase sigma-K factor (Sigma-27) (Stage IV sporulation protein CB)	sigK cisB spoIIIC spoIVCB BSU25760/BSU26390	RPSK_BACSU			
P03963		Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27)	trpE BSU22680	TRPE_BACSU			
P54343		Phage-like element PBSX protein XkdX	xkdX BSU12770	XKDX_BACSU			
P54327	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:10658653}.	Phage-like element PBSX protein XkdG	xkdG BSU12610	XKDG_BACSU			
P54329		Phage-like element PBSX protein XkdI	xkdI BSU12630	XKDI_BACSU			
O07558		Uncharacterized protein YhjD	yhjD BSU10470	YHJD_BACSU			
O07632	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized membrane protein YlaH	ylaH BSU14780	YLAH_BACSU		TRANSMEM 25..45;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 48..68;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 69..89;  /note="Helical";  /evidence="ECO:0000255"	
O07633		Uncharacterized protein YlaI	ylaI BSU14790	YLAI_BACSU			
O34768		Uncharacterized sugar kinase YdjE (EC 2.7.1.-)	ydjE fruC BSU06170	YDJE_BACSU			
O31990		Putative UV-damage repair protein UvrX	uvrX BSU21500	UVRX_BACSU			
O34772		Uncharacterized protein YcdC	ycdC BSU02800	YCDC_BACSU			
O34624	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	UPF0316 protein YebE	yebE yebF BSU06400	YEBE_BACSU		TRANSMEM 9..29;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 41..61;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 67..87;  /note="Helical";  /evidence="ECO:0000255"	
P96676		Uncharacterized HTH-type transcriptional regulator YdeS	ydeS BSU05320	YDES_BACSU			
O34486	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized membrane protein YfkQ	yfkQ BSU07790	YFKQ_BACSU		TRANSMEM 262..282;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 304..324;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 341..361;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 382..402;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 429..449;  /note="Helical";  /evidence="ECO:0000255"	
O06484		Uncharacterized protein YfnF	yfnF BSU07290	YFNF_BACSU			
O34726	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Putative malate transporter YflS	yflS BSU07570	YFLS_BACSU		TRANSMEM 12..31;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 41..57;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 64..81;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 96..118;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 187..209;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 222..244;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 277..296;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 300..319;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 332..354;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 364..386;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 398..420;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 450..472;  /note="Helical";  /evidence="ECO:0000255"	
O31725		Probable sporulation protein YlmC	ylmC BSU15360	YLMC_BACSU			
P46899		50S ribosomal protein L18 (BL16)	rplR BSU01320	RL18_BACSU			
O31654	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02064, ECO:0000305}.	RNA polymerase sigma factor SigI	sigI ykoZ BSU13450	SIGI_BACSU			
C0H3Y2	SUBCELLULAR LOCATION: Spore coat {ECO:0000305|PubMed:21670523}. Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}. Note=Accumulates in mature spores. {ECO:0000269|PubMed:21670523}.	Small spore coat assembly protein A	sscA yhzE BSU09958	SSCA_BACSU		TRANSMEM 8..28;  /note="Helical";  /evidence="ECO:0000255"	
Q7WY59		Small, acid-soluble spore protein G (SASP G)	sspG BSU32640	SSPG_BACSU			
P17921	SUBCELLULAR LOCATION: Cytoplasm.	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS BSU28640	SYFA_BACSU			
P42954	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_01715}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01715}.	Teichoic acids export ATP-binding protein TagH (EC 7.5.2.4) (Teichoic acid-transporting ATPase)	tagH BSU35700	TAGH_BACSU			
P77837	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01953}.	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	ureC BSU36640	URE1_BACSU			
P71035	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01954}.	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	ureB BSU36650	URE2_BACSU			
P11044	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00008}.	Thymidylate synthase 2 (TS 2) (TSase 2) (EC 2.1.1.45) (Thymidylate synthase A) (TS A) (TSase A)	thyA2 thyB BSU21820	TYSY2_BACSU			
O34384		Uncharacterized protein YceE	yceE BSU02910	YCEE_BACSU			
P94396		Uncharacterized hydrolase YcgS (EC 3.-.-.-)	ycgS BSU03260	YCGS_BACSU			
P42247	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YcbO	ycbO BSU02580	YCBO_BACSU		TRANSMEM 14..34;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 53..73;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 108..128;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 148..168;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 178..198;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 200..220;  /note="Helical";  /evidence="ECO:0000255"	
O31761		Uncharacterized HTH-type transcriptional regulator YmfC	ymfC BSU16810	YMFC_BACSU			
P96610	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized transporter YdbO	ydbO BSU04540	YDBO_BACSU		TRANSMEM 14..34;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 82..102;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 115..135;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 158..174;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 176..196;  /note="Helical";  /evidence="ECO:0000255"	
O31613		Uncharacterized RNA pseudouridine synthase YjbO (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	yjbO BSU11620	YJBO_BACSU			
P96640	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YddC	yddC BSU04920	YDDC_BACSU		TRANSMEM 22..39;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 46..65;  /note="Helical";  /evidence="ECO:0000255"	
O31615	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Putative Na(+)/H(+) antiporter YjbQ	yjbQ BSU11640	YJBQ_BACSU		TRANSMEM 3..23;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 32..52;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 57..77;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 107..127;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 130..150;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 163..183;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 193..213;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 225..244;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 248..267;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 282..302;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 307..327;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 338..358;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 368..388;  /note="Helical";  /evidence="ECO:0000255"	
P96665	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized membrane protein YdeH	ydeH BSU05200	YDEH_BACSU		TRANSMEM 29..49;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 61..81;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 99..119;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 121..141;  /note="Helical";  /evidence="ECO:0000255"	
Q08794	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized transporter YcxC	ycxC BSU03550	YCXC_BACSU		TRANSMEM 11..31;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 46..66;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 72..92;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 98..118;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 128..148;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 155..171;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 183..203;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 221..241;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 254..274;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 277..297;  /note="Helical";  /evidence="ECO:0000255"	
P40773		Uncharacterized protein YfjL (PSPB19')	yfjL yztA BSU08050	YFJL_BACSU			
O31651	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Uncharacterized protein YjdJ	yjdJ BSU12070	YJDJ_BACSU		TRANSMEM 73..95;  /note="Helical";  /evidence="ECO:0000255"	
P54588		Uncharacterized protein YhcD	yhcD BSU09040	YHCD_BACSU			
O07527		Sensor histidine kinase YhcY (EC 2.7.13.3)	yhcY BSU09320	YHCY_BACSU			
O31810	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}.	Spore germination protein YndF	yndF BSU17770	YNDF_BACSU			
C0H405		Uncharacterized protein YkzS	ykzS BSU13819	YKZS_BACSU			
O31582	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YfhO	yfhO BSU08610	YFHO_BACSU		TRANSMEM 4..24;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 75..95;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 106..126;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 159..179;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 199..219;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 238..258;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 282..302;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 313..333;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 343..363;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 370..385;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 396..416;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 425..445;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 833..853;  /note="Helical";  /evidence="ECO:0000255"	
